Branche,Company_Name,Adresse,PLZ,Ort,Land,Telefon,Email,Website,Anrede,Vorname,Name,Title,Mitglied,Facebook,Twitter,Youtube,Linkedin,Instagram,Company Description
Online-Marketing-Agenturen,Escapenet GmbH,Technoramastrasse 19,8404,Winterthur,Schweiz,+41 52 235 07 00,info@escapenet.ch,escapenet.ch,Mr.,Dominik,Bruderer,,,,,,,,"Escapenet - Professional Web Company. Internet Service Provider. Beratung, Webdesign, Programmieren, Hosting und Email aus einer Hand.",https://www.persoenlich.com/marktplatz/escapenet-gmbh-winterthur
Eventlocations,Espace Gruyère SA,Rue de Vevey 136,1630,Bulle,Schweiz,+41 26 919 86 50,info@espace-gruyere.ch,espace-gruyere.ch,Ms.,Marie-Noelle,Pasquier,,,,,,,,"space Gruyère est un centre d'exposition, congrès, banquets et événements situé au cœur de la verte Gruyère",https://www.persoenlich.com/marktplatz/espace-gruyere-sa-bulle-1
Konferenz-/Seminarhotels,Esplanade Hotel Resort & SPA,Via delle Vigne 149,6648,Minusio,Schweiz,091 735 85 85,reservations@esplanade.ch,esplanade.ch,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/esplanade-hotel-resort-spa-minusio
Unternehmensberatung,ESPRIT St. Gallen,Guisanstrasse 19,9010,St.Gallen,Schweiz,+41 71 220 14 01,info@espritsg.ch,espritsg.ch,Mr.,Massimo,Höhn,,,,,,,,ESPRIT St.Gallen gehört europaweit zu den grössten studentischen Unternehmensberatungen. Mit über 350 erfolgreich abgeschlossenen Projekten in allen betriebswirtschaftlichen Kon,https://www.persoenlich.com/marktplatz/esprit-st-gallen-st-gallen
Werbeagenturen,essenzium,Gallusstrasse 28,9000,St.Gallen,Schweiz,071 222 35 63,info@essenzium.ch,essenzium.ch,Mr.,Mario,Romano,,,,,,,,"Den richtigen Ton zur richtigen Zeit am richtigen Ort. Ein Volltreffer pur. Möglich? Unmöglich? Möglich! Diese Zielsetzung setzt voraus, dass nicht nur in den Erhalt einer Marke",https://www.persoenlich.com/marktplatz/essenzium-st-gallen-2
CRM-Anbieter,eSystems Productions GmbH,Schulstrasse 22,5621,Zufikon,Schweiz,+41 56 640 09 84,sales@esystems.ch,esystems.ch,,,,,,,,,,,"eSystems, Zufikon AG  Dietikon ZH ist ein Schweizer Gesamtlösungsanbieter mit einem ausgewählten Sortiment an Business Software für KMUs.",https://www.persoenlich.com/marktplatz/esystems-productions-gmbh-zufikon
Druckerei,Etimark AG,Fabrikstrasse 24,9472,Grabs,Schweiz,+41 81 750 34 34,info@etimark.ch,etimark.ch,Mr.,Udo,Schulz,,,,,,,,Seit 1978 sind wir eine bekannte Grösse als Etiketten- und Verpackungsdruckerei.,https://www.persoenlich.com/marktplatz/etimark-ag-grabs
Druckerei,Etitex AG,Meielenfeldweg 10,3052,Zollikofen,Schweiz,+41 31 919 45 45,info@etitexag.ch,etitexag.ch,Mr.,Flavio,Candolfi,,,,,,,,Die Etitex AG ist ein dynamischer Produktions- und Handelsbetrieb auf dem Gebiet der selbstklebenden und nicht selbstklebenden Etikettentechnik sowie der Etikettier- und Überdruck,https://www.persoenlich.com/marktplatz/etitex-ag-zollikofen
Übersetzungen,eubylon - the art of understanding,Industriestrasse 47,6300,Zug,Schweiz,+41 44 720 15 10,info@eubylon.ch,eubylon.ch,Mr.,Gebi,Bischoff,,,,,,,,Ihre Botschaft auf den Punkt gebracht. Übersetzer für alle Länder und Kulturkreise.,https://www.persoenlich.com/marktplatz/eubylon-the-art-of-understanding-zug
Druckerei,Eugster Druck AG,Asylstrasse 16,9410,Heiden,Schweiz,+41 71 891 18 20,info@eugsterdruck.ch,eugsterdruck.ch,,,,,,,,,,,Website im Aufbau,https://www.persoenlich.com/marktplatz/eugster-druck-ag-heiden
Eventlocations,Eulachhalle AG,Wartstrasse 73,8400,Winterthur,Schweiz,+41 52 222 81 19,info@eulachhallen.ch,eulachhallen.ch,Mr.,Kurt,Hutab,,,,,,,,Wir freuen uns über einen gelungenen Abend!,https://www.persoenlich.com/marktplatz/eulachhalle-ag-winterthur
Konferenz-/Seminarhotels,Euler Hotel,Centralbahnpl. 14,4002,Basel,Schweiz,061 275 80 00,reservation@hoteleuler.ch,hoteleuler.ch,,,,,,,,,,,Direkt am Centralbahnplatz im Herzen von Basel erwartet Sie das 4 Sterne Hotel Euler mit 66 geräumigen Zimmern und luxuriösen Junior Suiten. Das Hotel Euler wurde 1867 von Abraha,https://www.persoenlich.com/marktplatz/euler-hotel-basel
Werbeartikel,Eurebis AG,Eichtalstrasse 55,8634,Hombrechtikon,Schweiz,+41 44 928 30 00,info@eurebis.ch,eurebis.ch,,,,,,,,,,,Ihr Fachdistributor und Systemintegrator für spezialisierte IT Lösungen,https://www.persoenlich.com/marktplatz/eurebis-ag-hombrechtikon
Messefirmen Schweiz,Eurexpo AG,Hohlstrasse 457,8048,Zürich,Schweiz,+41 44 491 62 72,info@eurexpo.ch,eurexpo.ch,,,,,,,,,,,"Konzeption, Beratung, Planung und Projektleitung (auch Teilbereiche) für Messen, Ausstellungen, Kongresse, Events, Roadshows und Inhouse Präsentationen.",https://www.persoenlich.com/marktplatz/eurexpo-ag-zurich
Werbeagenturen,Euro Media Control GmbH,Buechbergstrasse 36,9425,Thal,Schweiz,071 888 10 80,office@euromediacontrol.com,euromediacontrol.com,Mr.,Ivo,Ganz,,,,,,,,"Hier finden Sie die volle Unterstützung bei der Positionierung und Repräsentation Ihres Unternehmens, Ihrer Marke und Ihrer Dienstleistung. Seit Jahren ansässig in der Ostschwei",https://www.persoenlich.com/marktplatz/euro-media-control-gmbh-thal-1
Werbeartikel,EURO-PRAESENTA Plastic AG,Elestastrasse 6,7310,Bad,Schweiz,+41 81 303 57 00,info@plastic.ch,plastic.ch,Mr.,Rudolf,Schütz,Geschäftsführer,,,,,,,"Wir sind Werbemittelspezialist mit der längsten Erfahrung im Werbemittelbereich in der Schweiz.
In Bad Ragaz veredeln wir über  1'500 verschiedene Artikel. Höchste Flexibilität, kurze Lieferzeiten...",https://www.persoenlich.com/marktplatz/euro-praesenta-plastic-ag-bad-ragaz
Konferenz-/Seminarhotels,Europa-Park Freizeit- und Familienpark Mack KG,Europa-Park Strasse 2,77977,Rust,Deutschland,049 7822 7714400,confertainment@europapark.com,europapark.com,,,,,,,,,,,Confertainment steht als Synonym für professionelles Tagen und außergewöhnliches Feiern im größten Freizeitpark Deutschlands. Die 30 Räumlichkeiten von 26 bis 3.000 qm bieten,https://www.persoenlich.com/marktplatz/europa-park-freizeit-und-familienpark-mack-kg-rust-bei-freiburg
Verpackung,EUROPAC AG,Aumühlestrasse 19,6373,Ennetbürgen,Schweiz,+41 41 612 22 88,info@europac.ch,europac.ch,Mr.,Armin,Rutz,,,,,,,,"EUROPAC AG - Ihr Partner für Verpackungslösungen. Spezialist für Tragetaschen, Blumen-, Lebensmittel- und Geschenkverpackungen.",https://www.persoenlich.com/marktplatz/europac-ag-ennetburgen
Konferenz-/Seminarhotels,"Europäischer Hof, Hotel Europe",Dorfstrasse 40,6390,Engelberg,Schweiz,041 639 75 75,,,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/europaischer-hof-hotel-europe-engelberg
Aus-/Weiterbildung,European Business School AG,,9000,St.Gallen,Schweiz,071 272 11 33,,,,,,,,,,,,,,https://www.persoenlich.com/marktplatz/european-business-school-ag-st-gallen
Konferenz-/Seminarhotels,Eurotel Victoria 4**** Superior QQ,Chemin du Vernex 3,1865,Les,Schweiz,+41 24 492 37 21,lesdiablerets@eurotel-victoria.ch,eurotel-victoria.ch,,,Wartner,,,,,,,,"Seit über 40 Jahren begrüsst Sie die Familie Wartner im 4-Sterne Superior Hotel mit 101 Zimmern, Juniorsuiten und Apartments, sowie Restaurant, Bar, Schwimmbad und Sauna.",https://www.persoenlich.com/marktplatz/eurotel-victoria-4-superior-qq-les-diablerets
Eventagenturen,"Event & Consulting, Werner Stulz",Huebwiesenstrasse 16,8954,Geroldswil,Schweiz,044 775 86 66,beratung@eventconsulting.ch,eventconsulting.ch,Mr.,Werner,Stulz,Inhaber,,,,,,,Wir realisieren kleinere bis mittelgrosse Events im Businessbereich aber auch für Private. Von der Beratung bis zur Schlussrechnung alles über einen Ansprechoartner!,https://www.persoenlich.com/marktplatz/event-consulting-werner-stulz-geroldswil
Eventtechniken,event ag (swiss event corporation ag),Allmendstrasse 29,8320,Fehraltorf,Schweiz,044 994 70 00,info@eventag.ch,eventag.ch,Mr.,David,Rhyner,CEO,,,,,,,Als einer der grossen Schweizer Anbieter von Veranstaltungstechnik bietet die event ag Full-Service für Veranstaltungen und medientechnische Festinstallationen sowie Dry Hire aus dem grossen Mietpark.,https://www.persoenlich.com/marktplatz/event-ag-swiss-event-corporation-ag-fehraltorf
Eventmanagement,Event for Rent GmbH,Winterthurerstrasse 47,8370,Sirnach,Schweiz,+41 79 237 83 30,info@events4rent.ch,events4rent.ch,,,,,,,,,,,"Das Casino zum mieten bietet Ihnen ein neues Angebot mit fantasievoller, aktiver Unterhaltung.",https://www.persoenlich.com/marktplatz/event-for-rent-gmbh-sirnach
Eventmanagement,EVENT TEAM GmbH,Kreuzmattstrasse 107,3185,Schmitten,Schweiz,+41 26 422 33 44,info@eventteam.ch,eventteam.ch,Mr.,,Keller,,,,,,,,"Die Beratung, Entwicklung und Realisierung sowie der Support von Webseiten und Internetprojekten ist unser Kerngeschäft.",https://www.persoenlich.com/marktplatz/event-team-gmbh-schmitten
Eventmanagement,Event Workers GmbH,Breitsteinweg 32,4704,Niederbipp,Schweiz,+41 32 530 61 11,info@eventworkers.ch,eventworkers.ch,,,,,,,,,,,"Security Shop, Detektiv, Personenschutz Bewachung und Ordnungsdienste. Logendienste für Ihren Anlass oder Veranstaltung.",https://www.persoenlich.com/marktplatz/event-workers-gmbh-niederbipp-1
Eventlocations,event-creation GmbH,Waidlistrasse 42,8810,Horgen,Schweiz,+41 43 540 70 73,info@event-creation.ch,event-creation.ch,Mr.,,Senn,,,,,,,,Eventagentur mit professionellem Full-Service für Ihren Anlass.,https://www.persoenlich.com/marktplatz/event-creation-gmbh-horgen
Eventmanagement,event-creation GmbH,Waidlistrasse 42,8810,Horgen,Schweiz,+41 43 540 70 73,info@event-creation.ch,event-creation.ch,Mr.,,Senn,,,,,,,,Eventagentur mit professionellem Full-Service für Ihren Anlass.,https://www.persoenlich.com/marktplatz/event-creation-gmbh-horgen-1
Eventtechniken,Event-Technik 3000 GmbH,Oberdorfstrasse 17,4658,Däniken,Schweiz,+41 62 295 04 66,info@eventtechnik3000.ch,eventtechnik3000.ch,,,,,,,,,,,"Licht, Ton, Multimedia & Spezial- effekte - Verkauf & Vermietung!",https://www.persoenlich.com/marktplatz/event-technik-3000-gmbh-daniken
Printmedien / Verlage,event. (ein Magazin von Ticketcorner),,,,Schweiz,044 818 34 33,christoph.soltmannowski@ticketcorner.ch,ticketcorner.ch,Mr.,Christoph,Soltmannowski,,,,,,,,"event. Ist das grösste Schweizer Entertainment Magazin zu Live-Entertainment, Kultur und Sport. Event. Sagt, was in grossen Hallen und Arenen, auf Festivals unda uch auf kleinen B",https://www.persoenlich.com/marktplatz/event-ein-magazin-von-ticketcorner
Eventlocations,EventButler,Burghaldenweg 19,5330,Bad,Schweiz,+41 56 500 0 699,info@eventbutler.ch,eventbutler.ch,Mr.,Sven,Wieland,Geschäftsführer,,,,,,,"EventButler ist das führende Schweizer Veranstaltungsportal mit über 3’500 aktuellen & innovativen Angeboten an Eventlocations, Dienstleistern & Eventideen. Die Nutzung für Eventplaner ist kostenlos.",https://www.persoenlich.com/marktplatz/eventbutler-bad-zurzach
Werbeagenturen,eventdramaturgie.ch,Haldenstrasse 5,8424,Embrach,Schweiz,078 880 50 51,mail@eventdramaturgie.ch,eventdramaturgie.ch,Mr.,Marco,Hausmann-Gilardi,,,,,,,,"Mit persönlicher Hingabe schafft er ehrliches und sinnstiftendes Storytelling, welches über alle Sinne wahrgenommen wird, Emotionen auslöst und bleibende Erinnerungen hinterläs",https://www.persoenlich.com/marktplatz/eventdramaturgie-ch-embrach
Eventlocations,Eventfabrik AG,Monbijoustrasse 8,3011,Bern,Schweiz,+41 31 712 12 12,info@eventfabrikbern.ch,eventfabrikbern.ch,,,,,,,,,,,"Die Halle umfasst modernste Eventtechnik, eine Bar, eine Galerie sowie Möglichkeiten zur Einrichtung einer Lounge.",https://www.persoenlich.com/marktplatz/eventfabrik-ag-bern
Eventmanagement,Eventgroup GmbH,Bachstrasse 45,8912,Obfelden,Schweiz,+41 44 776 88 79,office@eventgroup.ch,eventgroup.ch,,,,,,,,,,,Attraktive wiederkehrende Erlebnisse mit Mass Appeal. periodische Herausforderungen und Rewards erhöhen die Attraktivität der Veranstaltungen.,https://www.persoenlich.com/marktplatz/eventgroup-gmbh-obfelden
Eventmanagement,Eventicum AG,Zentweg 17,3006,Bern,Schweiz,+41 31 939 19 00,info@eventicum.ch,eventicum.ch,Ms.,Beatrice,Trachsel,,,,,,,,Wir stellen Ihr Produkt oder Ihren Brand in den Mittelpunkt.,https://www.persoenlich.com/marktplatz/eventicum-ag-bern
Eventmanagement,Eventis AG,Hagnaustrasse 27,4132,Muttenz,Schweiz,+41 61 465 40 00,info@eventis.ch,eventis.ch,,,,,,,,,,,"Die Konzeption und Umsetzung der Kommunikationsinstrumente für Unternehmens-, Web- und Live-Kommunikation darf nicht dem Zufall überlassen werden",https://www.persoenlich.com/marktplatz/eventis-ag-muttenz-1
Eventmanagement,Eventopolis SA,Via Pietro Peri 17,6900,Lugano,Schweiz,+41 91 971 46 57,info@eventopolis.ch,eventopolis.ch,,,,,,,,,,,Wir sind eine Agentur für Kommunikation und Organisation von Events.,https://www.persoenlich.com/marktplatz/eventopolis-sa-lugano
Eventmanagement,eventsforyou gmbh,Wolfener Straße 32-34,12681,Berlin,Deutschland,,,,,,,,,,,,,,Die Firma for you events ist seit über 15 Jahren spezialisiert auf die Vermietung und den Verkauf modernster Konferenz- und Veranstaltungstechnik.,https://www.persoenlich.com/marktplatz/eventsforyou-gmbh-berlin
Eventmanagement,Eventspiele Schweiz AG,Bachstrasse 45,8912,Obfelden,Schweiz,+41 44 776 88 77,info@eventspieleschweiz.ch,eventspieleschweiz.ch,Mr.,Ruedi,Jäger,,,,,,,,"Wir bieten Ihnen Event-Highlights, die einzigartig in Europa sind.",https://www.persoenlich.com/marktplatz/eventspiele-schweiz-ag-obfelden-1
Eventtechniken,EVENTTECH Veranstaltungstechnik,Webereistrasse 66,8134,Adliswil,Schweiz,+41 43 377 92 74,info@eventtech.ch,eventtech.ch,Mr.,Dave,Walder,,,,,,,,EVENTTECH Veranstaltungstechnik bietet einen professionellen Service im Raum Zimmerberg.,https://www.persoenlich.com/marktplatz/eventtech-veranstaltungstechnik-adliswil
Digitalagenturen,EVERYWOW,Stauffacherstrasse 171,8004,Zürich,Schweiz,+41 44 512 16 36,hallo@everywow.ch,everywow.ch,Ms.,Stefanie,Hetjens,CEO,,,,,,,"EVERYWOW ist die professionelle Livestreaming-Agentur in Zürich. Wir produzieren Livestreams, damit Sie sich auf die Botschaft konzentrieren können.",https://www.persoenlich.com/marktplatz/everywow-zurich
Werbeagenturen,evoq communications AG,Ottikerstrasse 59,8006,Zürich,Schweiz,044 262 99 33,conserva@evoq.ch,evoq.ch,Mr.,Adrian,Schaffner,,,,,,,,"evoq ist eine inhabegeführte, unabhängige Agentur mit Sitz in Zürich und Köln, die auf die Entwicklung, Implementierung und kontinuierliche Kommunikation erfolgreicher Marken s",https://www.persoenlich.com/marktplatz/evoq-communications-ag-zurich-2
Aus-/Weiterbildung,Evrlearn,Kleinstrasse 16,8008,Zürich,Schweiz,+41799018000,hello@evrlearn.com,evrlearn.com,Mr.,René,Beeler,,,,,,,,"Evrlearn ist die Plattform und Community für die passende Weiterbildung. Browse nach Weiterbildungen, tausche dich mit der Community aus und buche direkt beim Anbieter - alles an einem Ort.",https://www.persoenlich.com/marktplatz/evrlearn-zurich
Werbeartikel,EWATRA PUBLICITE SA,Rte du Chalet 5,1709,Fribourg,Schweiz,+41 26 425 40 70,office@ewatra.ch,ewatra.ch,Ms.,Christine,Waechter,,,,,,,,"L'activité de la société comprend la vente des articles publicitaires en tous genres (stylos, clefs USB, casquettes, parapluies, displays, beach flag, etc.) ainsi que le textile",https://www.persoenlich.com/marktplatz/ewatra-publicite-sa-fribourg
Werbeagenturen,Exact! Werbeagentur,Grabenpromenade 1,3000,Bern,Schweiz,+41 31 372 33 11,welcome@exact.ch,exact.ch,Mr.,Thierry,Laillard,,,,,,,,"Exact! Die Berner Werbeagentur. ASW. Beratung, Konzept, Strategie, Text, Redaktion, Internet, E-Marketing.",https://www.persoenlich.com/marktplatz/exact-werbeagentur-bern
Eventmanagement,Exclusive Adventure AG,Steinackerstrasse 41,8302,Kloten,Schweiz,+41 43 818 91 93,info@exclusiveadventure.ch,exclusiveadventure.ch,Mr.,Robert,Bueschlen,,,,,,,,Exclusive Adventure AG bietet exklusive Adventure- und Team-Events für Privatpersonen und Unternehmen an. Premium Event-Management auf höchstem Niveau.,https://www.persoenlich.com/marktplatz/exclusive-adventure-ag-kloten
Eventmanagement,Executive Events GmbH,Schösslerstrasse 48,8964,Rudolfstetten,Schweiz,+41 56 560 91 91,info@executive-events.ch,executive-events.ch,Mr.,Otto,Duranti,,,,,,,,"Unser Ziel ist es, Ihr vertrauensvoller und langfristiger Partner für die Teil- oder Gesamtorganisation von Events zu sein.",https://www.persoenlich.com/marktplatz/executive-events-gmbh-rudolfstetten
Aus-/Weiterbildung,Executive MBA Universität Zürich,Plattenstrasse 14,8032,Zürich,Schweiz,044 634 29 87,,,Mr.,Bruno,Staffelbach,,,,,,,,Das Executive MBA Programm der Universität Zürich wird von der Wirtschaftswissenschaftlichen Fakultät getragen. Das Lehrkonzept und das Programm werden vom Leitenden Ausschuss i,https://www.persoenlich.com/marktplatz/executive-mba-universitat-zurich-zurich
Messefirmen Schweiz,Experience Visual Design AG,Pulverstrasse 9E,3063,Ittigen,Schweiz,+41 31 911 65 00,info@experience-design.ch,experience-design.ch,,,,,,,,,,,"Visuelle Gestaltungen - Idee, Konzept, Realisation und Montage in den Sparten Messebau, Ausstellungen, Events.",https://www.persoenlich.com/marktplatz/experience-visual-design-ag-ittigen
Marketing-Agenturen,explain it GmbH,Kalanderplatz 1,8045,Zürich,Schweiz,+41445124244,anfrage@explain-it.ch,explain-it.ch,Ms.,Sunita,Wälti,Sales Manager,,,,,,,"Sie möchten ein Produkt, eine Dienstleistung oder einen Prozess einfach und unterhaltsam erklären? Wir produzieren Ihr einzigartiges Erklärvideo und bringen Ihr Thema auf den Punkt!",https://www.persoenlich.com/marktplatz/explain-it-gmbh-zurich
Messeveranstalter,Expo Centre SA,Route du Lac 12,1763,Granges-Paccot,Schweiz,+41 26 467 20 00,info@forum-fribourg.ch,forum-fribourg.ch,Ms.,Muriel,Rolle,,,,,,,,Modulierbare und Multifunktionale Flächen,https://www.persoenlich.com/marktplatz/expo-centre-sa-granges-paccot
Messefirmen Schweiz,Expo Display Service AG,Steinackerstrasse 3,8302,Kloten,Schweiz,+41 52 396 53 53,info@expodisplayservice.ch,expodisplayservice.ch,,,,,,,,,,,Messestand und Messebau aus einer Hand.,https://www.persoenlich.com/marktplatz/expo-display-service-ag-kloten
Faltdisplays,expo express AG,Schachenstrasse 9,9016,St.Gallen,Schweiz,+41 71 282 10 90,info@expoexpress.ch,expoexpress.ch,Ms.,Jacqueline,Rudics,,,,,,,,"Handel mit und Vertrieb von Messesystemen und Präsentationsmedien, Handel mit und Produktion von Ausstellungs- und Messezubehör aller Art, Fabrikation von und Handel mit Ausstell",https://www.persoenlich.com/marktplatz/expo-express-ag-st-gallen
Messefirmen Schweiz,expo media ag,Acherfang 2,6274,Eschenbach,Schweiz,+41 41 269 50 50,info@e-e-s.ch,e-e-s.ch,Mr.,Jörg,Sperl,,,,,,,,"Wir kreieren Welten. Ihre Nummer Eins in Messe- und Standbau, Messe- und Standkonzeption, Standdesign, Systembau und Eventorganisation.",https://www.persoenlich.com/marktplatz/expo-media-ag-eschenbach
Messefirmen Schweiz,Expo Norm AG,Schachenstrasse 9,9016,St.Gallen,Schweiz,+41 71 282 38 00,info@exponorm.ch,exponorm.ch,Ms.,Karin,Zimmermann,,,,,,,,"Exponorm baut Ihren Messestand mit Faltsystemen, Rollups, Faltdisplays, Prospektständer.",https://www.persoenlich.com/marktplatz/expo-norm-ag-st-gallen
Messefirmen Schweiz,Expo-Event.Live Communication Verband Schweiz,Kapellenstrasse 14,3001,Bern,Schweiz,+41 58 796 99 54,info@expo-event.ch,expo-event.ch,Ms.,Carole,Ramuz,,,,,,,,"Der Expo-Event.Live Communication Verband Schweiz steht für einen starken nationalen Branchenverband, der sich für die Anliegen der Live Communication Branche einsetzt.",https://www.persoenlich.com/marktplatz/expo-event-live-communication-verband-schweiz-bern
Messefirmen Deutschland,EXPODIUM Systemboden GmbH,Heinrich-Hertz-Strasse 7,50181,Bedburg,Deutschland,+49 2272 999 7020,info@expodium.de,expodium.de,Mr.,Gunnar,Bürge,,,,,,,,Seit 2014 sind wir exklusiver Lizenzpartner der Marken XSTONE und STONEWALLPAPERS für den Bereich Wandbelag und Fassaden.,https://www.persoenlich.com/marktplatz/expodium-systemboden-gmbh-bedburg
POS-Kommunikation,Expofair AG,Langenhagstrasse 31,9424,Rheineck,Schweiz,+41 71 888 10 80,info@expofair.ch,expofair.ch,Mr.,Jvo,Ganz,,,,,,,,"Erbringung von Werbedienstleistungen für Messen, Ausstellungen, Event- und Sponsoringaktivitäten.",https://www.persoenlich.com/marktplatz/expofair-ag-rheineck
